馬名,horse_id,枠,馬 番,race_id,weighted_avg_rank,weighted_avg_run_style,weighted_avg_last_3f,weighted_avg_horse_weight,weighted_avg_odds,weighted_avg_weather,age,rank,target_top3
ロードオルデン,,8,15,202509050108,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,12.0,0
ゴールデンカイト,,3,5,202509050108,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,13.0,0
イモータルバード,,7,14,202509050108,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,14.0,0
トロピカルヒーロー,,4,7,202509050108,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,15.0,0
ソリスクラヴィス,,6,12,202509050108,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,16.0,0
フォーゲル,,3,3,202509050109,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
トップアタック,,4,4,202509050109,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
カイショー,,7,7,202509050109,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
ルージュサウダージ,,1,1,202509050109,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
マクローリン,,2,2,202509050109,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
エンチャンテッド,,6,6,202509050109,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
ジャスパールビー,,5,5,202509050109,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
クククトルンナ,,8,8,202509050109,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
ファムエレガンテ,,1,2,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
ゲッティヴィラ,,7,14,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
ヒルノドゴール,,8,15,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
メイショウヤーキス,,6,11,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
ショウナンアビアス,,2,4,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,5.0,0
ネグレスコ,,5,9,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
タカネノハナコサン,,3,5,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,7.0,0
ドラゴンウェルズ,,2,3,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,8.0,0
ナッカーフェイス,,8,16,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,9.0,0
キタノソワレ,,5,10,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,10.0,0
カネコメシスター,,7,13,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,11.0,0
ナスノカンゲツ,,6,12,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,12.0,0
ツークフォーゲル,,4,8,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,13.0,0
フラップシグナス,,1,1,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,14.0,0
イミュータブル,,4,7,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,15.0,0
ホクザンバーリイ,,3,6,202509050110,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,16.0,0
デビットバローズ,,6,10,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,1.0,1
センツブラッド,,3,4,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
マテンロウレオ,,2,2,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,3.0,1
グランヴィノス,,8,13,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,4.0,0
ニホンピロキーフ,,7,12,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,5.0,0
ブラックシールド,,3,3,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,6.0,0
サンストックトン,,4,5,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,7.0,0
オニャンコポン,,1,1,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,8.0,0
ナムラエイハブ,,5,8,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,9.0,0
オールナット,,8,14,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,10.0,0
ラーグルフ,,5,7,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,11.0,0
ショウナンマグマ,,4,6,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,12.0,0
ウエストナウ,,6,9,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
ドゥラエレーデ,,7,11,202509050111,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,14.0,0
マイエレメント,,4,6,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
コスモグローリー,,4,7,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
マーシーラン,,5,9,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
オーバースタンド,,5,8,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
ロジカルワーズ,,8,14,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,5.0,0
ピエタンツァ,,6,10,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
ラガークイン,,8,15,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
ザラタン,,6,11,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,8.0,0
ザカリナン,,7,13,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
オベイユアマスター,,3,4,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,10.0,0
ウインラウダ,,3,5,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,11.0,0
フラワームーン,,1,1,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,12.0,0
ランスオブプライム,,2,2,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
ルージュサリナス,,2,3,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,14.0,0
シャドフ,,7,12,202509050112,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,15.0,0
オラヴィンリンナ,,7,7,202509050201,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ペンダント,,8,10,202509050201,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
スターチューン,,4,4,202509050201,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
アルムアポジェ,,1,1,202509050201,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
プレザントトーン,,2,2,202509050201,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
ウンナターシャ,,8,9,202509050201,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
デアアテナ,,7,8,202509050201,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
エルヴ,,6,6,202509050201,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
ベンティガスエルテ,,3,3,202509050201,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
ビーチェ,,5,5,202509050201,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
ジョアン,,4,8,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ハードシングス,,2,3,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
マルモリラピダス,,6,11,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
タナスーペルノーバ,,5,9,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
レッツエンジョイ,,3,5,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
ディープスリー,,1,2,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
メイショウタイザン,,7,13,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
ハクアイタワー,,7,14,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
メイショウゴウケツ,,8,15,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
メイショウテンジン,,6,12,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
サウンドラッシュ,,1,1,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
タイムレスラブ,,8,16,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
フトゥーロスフィダ,,4,7,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
ヒャクギマル,,5,10,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
カンフージョン,,3,6,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
プグナファータ,,2,4,202509050202,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,16.0,0
メイクワンズデイ,,7,15,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
デアヴェローチェ,,4,8,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
ゴッドアイ,,8,16,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
コスモファーブロス,,4,7,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
ダノンベルビュー,,1,1,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
ハンザキ,,8,18,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
アンジュラフィーユ,,7,13,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
エバイダンス,,2,3,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
レフティサーリ,,3,6,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
モズジェネラル,,6,12,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
ゴールドヴィーナス,,1,2,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
ケイアイブラック,,5,10,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
シャンデリュイーズ,,6,11,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
クライナリーゼ,,7,14,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
クリノアトレ,,5,9,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
トレッチェ,,3,5,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,16.0,0
ノクスカンパーナ,,2,4,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,17.0,0
ワンダーエイド,,8,17,202509050203,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,18.0,0
マテンロウゼロ,,7,7,202509050204,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ダーリンダーリン,,2,2,202509050204,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
ダンツウルス,,8,8,202509050204,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
エルナト,,5,5,202509050204,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
ウェルム,,4,4,202509050204,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
ジュンプリメーロ,,6,6,202509050204,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
フクチャンブラック,,1,1,202509050204,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
コスモギオン,,3,3,202509050204,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
アンソニー,,5,9,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
メイショウノヴァス,,1,1,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
ドヴィーグラン,,8,17,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
ミヤジオズ,,6,12,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
アスクブームキセキ,,3,5,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
クリムゾンバースト,,8,15,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
アビラーシャ,,2,4,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
グレイイメル,,6,11,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
フライングスカイ,,1,2,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
ランスオブラヴ,,2,3,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
デプレ,,4,7,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
マテンロウブリッジ,,7,13,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
クールマイユール,,4,8,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
サイレントワルツ,,7,14,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
ファインウーマン,,5,10,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
グレーターグレイ,,3,6,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,16.0,0
ファイヤーナイフ,,8,16,202509050205,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,17.0,0
クイノールト,,7,7,202509050206,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ジャスティンゴッホ,,4,4,202509050206,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
シャフメラン,,7,8,202509050206,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
マルベック,,6,6,202509050206,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
ワールドロイヤル,,5,5,202509050206,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
コテツハマー,,8,10,202509050206,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
ドメイン,,3,3,202509050206,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
サンライズオスカー,,8,9,202509050206,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
ラカーリア,,1,1,202509050206,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
テスタヴェローチェ,,2,2,202509050206,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,0.0,0
モンテディアーナ,,4,4,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
ペンテリコン,,3,3,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
モズフラッシュ,,7,9,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,3.0,1
ペレグリン,,2,2,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
ヴィヴァシャス,,6,7,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
ポムドール,,1,1,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
ゴールデンチップス,,6,6,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
シュークリーム,,7,8,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
イチトゼロノアイダ,,8,10,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
ラブアイミー,,8,11,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,10.0,0
レストプレドゥモア,,5,5,202509050207,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,11.0,0
ジーティームソウ,,4,4,202509050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,1.0,1
チェルノボーグ,,7,7,202509050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,2.0,1
ダンツエスプリ,,5,5,202509050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,3.0,1
コスモアンソロジー,,3,3,202509050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
ショウナンガチ,,2,2,202509050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,5.0,0
コンフォルツァ,,6,6,202509050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
サヴァビアン,,8,8,202509050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,7.0,0
オリエンタルナイト,,1,1,202509050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
タマモキャリコ,,4,4,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,1.0,1
メイショウカシワデ,,1,1,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,2.0,1
ダディーズトリップ,,5,7,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,9.0,3.0,1
クリノグローリー,,2,2,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,4.0,0
アラナコア,,6,9,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,5.0,0
ギマール,,8,13,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
シュプリンガー,,8,12,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,7.0,0
ヴォルスター,,3,3,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
メイショウヘール,,6,8,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,9.0,0
モモンウールー,,7,10,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,10.0,0
ジーニアスバローズ,,4,5,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,11.0,0
ジューンエオス,,5,6,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,12.0,0
バトンインディ,,7,11,202509050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
レディネス,,6,12,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
アウフヘーベン,,5,9,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,2.0,1
ナヴォーナ,,2,3,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,3.0,1
ミエスペランサ,,7,15,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
ノーブルスカイ,,4,7,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,5.0,0
バロッサヴァレー,,2,4,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,6.0,0
チャンネルトンネル,,3,6,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
スイープアワーズ,,1,1,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,8.0,0
ベラジオボンド,,8,17,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,9.0,0
スズカダブル,,7,13,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,10.0,0
ナムラフッカー,,4,8,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,11.0,0
ドットクルー,,5,10,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,12.0,0
エバーハピネス,,8,18,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,13.0,0
ブリックワーク,,3,5,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,14.0,0
リッケンバッカー,,1,2,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,15.0,0
マイネルエニグマ,,8,16,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,16.0,0
トーホウディアス,,7,14,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,17.0,0
ショーモン,,6,11,202509050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,18.0,0
メイショウホウレン,,4,8,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,1.0,1
ポールセン,,1,1,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
ジョーローリット,,8,15,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
スマートフォルス,,2,3,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,4.0,0
メイショウミツヤス,,7,14,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,5.0,0
キタノズエッジ,,2,4,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
アルファマム,,3,5,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,7.0,0
ナムラフランク,,5,9,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,8.0,0
メタマックス,,1,2,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,9.0,0
ペプチドヤマト,,4,7,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,10.0,0
バトルクライ,,6,12,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,11.0,0
サトノルフィアン,,7,13,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,12.0,0
ムーヴ,,3,6,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,13.0,0
エティエンヌ,,8,16,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,14.0,0
メズメライザー,,5,10,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,15.0,0
レッドアヴァンティ,,6,11,202509050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,16.0,0
チューラワンサ,,8,17,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
ビップジーニー,,2,3,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,2.0,1
メイショウカイト,,1,2,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,3.0,1
エイムフォーエース,,6,11,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
スイミーユニバンス,,4,8,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,5.0,0
サダメ,,7,13,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
クイックバイオ,,4,7,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
レザンノワール,,8,16,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
ルージュスエルテ,,5,10,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,9.0,0
シアター,,3,6,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,10.0,0
インフローレ,,2,4,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,11.0,0
テラステラ,,5,9,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,12.0,0
オンザブルースカイ,,6,12,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,13.0,0
モズアンタレス,,3,5,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,14.0,0
エールトゥヘヴン,,1,1,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,15.0,0
シャイフ,,8,15,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,16.0,0
アジュマン,,7,14,202509050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,17.0,0
タイニーワンダー,,2,2,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ゼルダ,,3,4,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
ガルディエンヌ,,3,5,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
フレットローソ,,6,11,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
サンタカリス,,2,3,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
パドゼフィール,,6,10,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
ガーネットフレア,,7,13,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
キャスケード,,1,1,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
ナムラソラン,,5,9,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
リーガルスプレンダ,,4,6,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
リアルナイスガール,,4,7,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
アンガーザガール,,8,15,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
ナムラティアラ,,8,14,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
テンタイムトップ,,7,12,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
トーアアグネス,,5,8,202509050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
スカイストライプス,,1,1,202509050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
セルジュバローズ,,8,10,202509050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
ピエナオルカ,,6,6,202509050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
パワポケウォーズ,,2,2,202509050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
ロードファイター,,8,9,202509050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
クボウサマ,,3,3,202509050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
ユイノサシガネ,,7,7,202509050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
エコログレン,,4,4,202509050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
ニシノトリビュート,,5,5,202509050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
タイセイスプリーム,,7,8,202509050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
ナクソス,,3,3,202509050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
